id,scope,name,primary_muscle,secondary_muscles,equipment,movement,ex_type,difficulty,animation_key,aliases,muscle_rows,workout_exercise_refs,client_workout_refs,workout_log_rows,set_log_rows,pr_rows,has_instructions,has_cues,has_mistakes,has_alternatives
exl_w3Nxox012v,GLOBAL,Deficit Deadlift,POSTERIOR CHAIN,"LATS, CORE, TRAPS",BARBELL,hinge,free_weight,ADVANCED,deficit_deadlift,,4,0,0,0,0,0,0,0,0,0
exl_trYz3BbueS,GLOBAL,Back Squat,QUADS,"GLUTES, CORE",BARBELL,squat,free_weight,INTERMEDIATE,squat,barbell squat | back squat | squats,3,102,1,84,336,0,0,0,0,0
exl_N3ZD91ox5u,GLOBAL,Banded Squat,QUADS,"GLUTES, CORE",BANDS,squat,bodyweight,BEGINNER,banded_squat,band squats,3,0,0,0,0,0,0,0,0,0
exl_182ez20Cxb,GLOBAL,Box Jump,QUADS,"GLUTES, CALVES",BODYWEIGHT,squat,bodyweight,INTERMEDIATE,box_jump,box jumps,3,0,0,0,0,0,0,0,0,0
exl_C4f1hW7uTL,GLOBAL,Box Squat,QUADS,"GLUTES, HAMSTRINGS",BARBELL,squat,free_weight,INTERMEDIATE,box_squat,,3,0,0,0,0,0,0,0,0,0
exl_Aqp7nWZPBJ,GLOBAL,Bulgarian Split Squat,QUADS,"GLUTES, HAMSTRINGS",DUMBBELL,lunge,free_weight,INTERMEDIATE,bulgarian_split_squat,bss | split squat,3,0,0,0,0,0,0,0,0,0
exl_ggWyeksLiH,GLOBAL,Dumbbell Thruster,QUADS,"SHOULDERS, GLUTES, CORE",DUMBBELL,squat,free_weight,INTERMEDIATE,thruster,thrusters | db thruster,4,0,0,0,0,0,0,0,0,0
exl_eUof30qtJ4,GLOBAL,Front Squat,QUADS,"CORE, GLUTES",BARBELL,squat,free_weight,ADVANCED,front_squat,front squats,3,101,1,84,252,0,0,0,0,0
exl_zP2Y3sBLWU,GLOBAL,Goblet Squat,QUADS,"GLUTES, CORE",DUMBBELL,squat,free_weight,BEGINNER,goblet_squat,goblet squats,3,0,0,0,0,0,0,0,0,0
exl_dsly2PLzmQ,GLOBAL,Hack Squat,QUADS,GLUTES,MACHINE,squat,machine,INTERMEDIATE,hack_squat,hack squats,2,0,0,0,0,0,0,0,0,0
exl_DPkbFyN4Q7,GLOBAL,Jump Squat,QUADS,"GLUTES, CALVES",BODYWEIGHT,squat,bodyweight,INTERMEDIATE,jump_squat,,3,0,0,0,0,0,0,0,0,0
exl_y9u67D0adE,GLOBAL,Lateral Box Step-Up,QUADS,"GLUTES, CORE",BODYWEIGHT,lunge,bodyweight,BEGINNER,lateral_box_step,,3,0,0,0,0,0,0,0,0,0
exl_q2sHQKrgTs,GLOBAL,Lateral Lunge,QUADS,"GLUTES, ADDUCTORS",DUMBBELL,lunge,free_weight,BEGINNER,lateral_lunge,,2,0,0,0,0,0,0,0,0,0
exl_aGYEJ6pMfL,GLOBAL,Leg Extension,QUADS,—,MACHINE,isolation,machine,BEGINNER,leg_extension,leg extensions | quads extension,1,0,0,0,0,0,0,0,0,0
exl_ezjMRCCa3i,GLOBAL,Leg Press,QUADS,"GLUTES, HAMSTRINGS",MACHINE,squat,machine,BEGINNER,leg_press,,3,203,2,168,588,0,0,0,0,0
exl_Sae5wBvsoY,GLOBAL,Narrow-Stance Leg Press,QUADS,GLUTES,LEG_PRESS,squat,machine,BEGINNER,narrow_stance_leg_press,,2,0,0,0,0,0,0,0,0,0
exl_duFxNaMX1q,GLOBAL,Pistol Squat,QUADS,"GLUTES, CORE",BODYWEIGHT,squat,bodyweight,ADVANCED,pistol_squat,,3,0,0,0,0,0,0,0,0,0
exl_2R3y6kAMbD,GLOBAL,Reverse Lunge,QUADS,"GLUTES, CORE",DUMBBELL,lunge,free_weight,BEGINNER,reverse_lunge,,3,0,0,0,0,0,0,0,0,0
exl_MZppQU6sFX,GLOBAL,Sissy Squat,QUADS,CORE,BODYWEIGHT,squat,bodyweight,INTERMEDIATE,sissy_squat,,2,0,0,0,0,0,0,0,0,0
exl_9gz5GXXzP0,GLOBAL,Smith Machine Squat,QUADS,"GLUTES, CORE",SMITH,squat,machine,BEGINNER,smith_squat,,3,0,0,0,0,0,0,0,0,0
exl_U40XvCG7l1,GLOBAL,Split Squat,QUADS,GLUTES,BODYWEIGHT,lunge,bodyweight,BEGINNER,split_squat,,2,0,0,0,0,0,0,0,0,0
exl_l87pPcZDXJ,GLOBAL,Squat to Bench,QUADS,"GLUTES, CORE",BODYWEIGHT,squat,bodyweight,BEGINNER,squat_to_bench,,3,0,0,0,0,0,0,0,0,0
exl_Vlsy1hs1Sk,GLOBAL,Step-Up,QUADS,GLUTES,DUMBBELL,lunge,free_weight,BEGINNER,step_up,,2,0,0,0,0,0,0,0,0,0
exl_OsLoPsGdnk,GLOBAL,Walking Lunges,QUADS,"GLUTES, CORE",DUMBBELL,lunge,free_weight,BEGINNER,lunges,lunge | walking lunge,3,102,0,84,252,0,0,0,0,0
exl_FIYCAmKNNo,GLOBAL,Wall Sit,QUADS,CORE,BODYWEIGHT,isolation,bodyweight,BEGINNER,wall_sit,wall sits,2,0,0,0,0,0,0,0,0,0
exl_lSBHuOuF8g,GLOBAL,Band Pull-Apart,REAR DELTS,"TRAPS, ROTATOR CUFF",BANDS,horizontal_pull,bodyweight,BEGINNER,band_pull_apart,,2,0,0,0,0,0,0,0,0,0
exl_Ynco7ZHM34,GLOBAL,Dumbbell Rear Delt Row,REAR DELTS,"TRAPS, BICEPS",DUMBBELL,horizontal_pull,free_weight,BEGINNER,db_rear_delt_row,,3,0,0,0,0,0,0,0,0,0
exl_AK9ggeUwoY,GLOBAL,Face Pull,REAR DELTS,"TRAPS, ROTATOR CUFF",CABLE,horizontal_pull,cable,BEGINNER,face_pull,face pulls,2,101,1,80,240,0,0,0,0,0
exl_PiT0VOzspe,GLOBAL,Rear Delt Fly,REAR DELTS,TRAPS,CABLE,isolation,cable,BEGINNER,rear_delt_fly,,2,0,0,0,0,0,0,0,0,0
exl_L2kXNqzsL7,GLOBAL,Reverse Pec Deck,REAR DELTS,TRAPS,MACHINE,isolation,machine,BEGINNER,reverse_pec_deck,rear delt machine | reverse fly machine,2,0,0,0,0,0,0,0,0,0
exl_O5G3wpy7wH,GLOBAL,Arnold Press,SHOULDERS,"TRICEPS, UPPER CHEST",DUMBBELL,vertical_push,free_weight,INTERMEDIATE,arnold_press,arnold presses,3,0,0,0,0,0,0,0,0,0
exl_wKSMg2WkDg,GLOBAL,Dumbbell Clean and Press,SHOULDERS,"QUADS, GLUTES, TRICEPS",DUMBBELL,vertical_push,free_weight,ADVANCED,dumbbell_clean_press,,4,0,0,0,0,0,0,0,0,0
exl_SBoqGiSWpJ,GLOBAL,Dumbbell Snatch,SHOULDERS,"QUADS, CORE",DUMBBELL,vertical_push,free_weight,ADVANCED,dumbbell_snatch,,3,0,0,0,0,0,0,0,0,0
exl_K0dnHqd2Qz,GLOBAL,Handstand Push-up,SHOULDERS,TRICEPS,BODYWEIGHT,vertical_push,bodyweight,ADVANCED,handstand_push_up,,2,0,0,0,0,0,0,0,0,0
exl_h2wolmsKFI,GLOBAL,Machine Shoulder Press,SHOULDERS,TRICEPS,MACHINE,vertical_push,machine,BEGINNER,machine_shoulder_press,,2,0,0,0,0,0,0,0,0,0
exl_GKQv1qOFNz,GLOBAL,Overhead Press,SHOULDERS,"TRICEPS, UPPER CHEST",DUMBBELL,vertical_push,free_weight,INTERMEDIATE,shoulder_press,overhead press | ohp | military press | db press,3,198,1,161,644,0,0,0,0,0
exl_LueJZtEBuU,GLOBAL,Pike Push-up,SHOULDERS,"TRICEPS, CHEST",BODYWEIGHT,vertical_push,bodyweight,INTERMEDIATE,pike_push_up,,3,0,0,0,0,0,0,0,0,0
exl_WdlRhtUBMa,GLOBAL,Push Press,SHOULDERS,"QUADS, TRICEPS, CORE",BARBELL,vertical_push,free_weight,INTERMEDIATE,push_press,push presses,4,0,0,0,0,0,0,0,0,0
exl_7lpyc9jaqY,GLOBAL,Seated Dumbbell Shoulder Press,SHOULDERS,TRICEPS,DUMBBELL,vertical_push,free_weight,BEGINNER,db_shoulder_press,,2,0,0,0,0,0,0,0,0,0
exl_L2Pz1j3XQc,GLOBAL,Smith Machine Overhead Press,SHOULDERS,TRICEPS,SMITH,vertical_push,machine,INTERMEDIATE,smith_ohp,,2,0,0,0,0,0,0,0,0,0
exl_QGdLa8ShNL,GLOBAL,Z Press,SHOULDERS,"CORE, TRICEPS",BARBELL,vertical_push,free_weight,ADVANCED,z_press,,3,0,0,0,0,0,0,0,0,0
exl_UHGzlU0kyW,GLOBAL,Band Lateral Raise,SIDE DELTS,TRAPS,BANDS,isolation,bodyweight,BEGINNER,band_lateral_raise,,2,0,0,0,0,0,0,0,0,0
exl_ft5xEjRwX7,GLOBAL,Cable Lateral Raise,SIDE DELTS,TRAPS,CABLE,isolation,cable,BEGINNER,cable_lateral_raise,,2,0,0,0,0,0,0,0,0,0
exl_Y21pUqeXFp,GLOBAL,Lateral Raise,SIDE DELTS,TRAPS,DUMBBELL,isolation,free_weight,BEGINNER,lateral_raise,,2,198,1,161,483,0,0,0,0,0
exl_lhNKXPM1DJ,GLOBAL,Machine Lateral Raise,SIDE DELTS,TRAPS,MACHINE,isolation,machine,BEGINNER,machine_lateral_raise,,2,0,0,0,0,0,0,0,0,0
exl_xMpGyFeaXB,GLOBAL,Single-Arm Lateral Raise,SIDE DELTS,TRAPS,DUMBBELL,isolation,free_weight,BEGINNER,single_arm_lateral_raise,,2,0,0,0,0,0,0,0,0,0
exl_kMLXAt34u5,GLOBAL,Upright Row,SIDE DELTS,TRAPS,BARBELL,vertical_pull,free_weight,INTERMEDIATE,upright_row,,2,0,0,0,0,0,0,0,0,0
exl_7a8nG6i7Ln,GLOBAL,Barbell Shrug,TRAPS,FOREARMS,BARBELL,isolation,free_weight,BEGINNER,barbell_shrug,shrugs | barbell shrugs,2,0,0,0,0,0,0,0,0,0
exl_rBqppDVAy3,GLOBAL,Dumbbell Shrug,TRAPS,FOREARMS,DUMBBELL,isolation,free_weight,BEGINNER,dumbbell_shrug,db shrugs,2,0,0,0,0,0,0,0,0,0
exl_YrP6Y0g7Ls,GLOBAL,Band Triceps Pushdown,TRICEPS,—,BANDS,isolation,bodyweight,BEGINNER,band_pushdown,,1,0,0,0,0,0,0,0,0,0
exl_2zFNm6gOC7,GLOBAL,Bench Dip,TRICEPS,"CHEST, FRONT DELTS",BODYWEIGHT,isolation,bodyweight,BEGINNER,bench_dip,,3,0,0,0,0,0,0,0,0,0
exl_xLapQnSJev,GLOBAL,Cable Overhead Extension,TRICEPS,—,CABLE,isolation,cable,BEGINNER,cable_overhead_extension,,1,0,0,0,0,0,0,0,0,0
exl_W9sZSPcsSs,GLOBAL,Close-Grip Bench Press,TRICEPS,"CHEST, FRONT DELTS",BARBELL,horizontal_push,free_weight,INTERMEDIATE,close_grip_bench,close grip bench press,3,0,0,0,0,0,0,0,0,0
exl_DJ70pkdEuO,GLOBAL,Diamond Push-up,TRICEPS,"CHEST, CORE",BODYWEIGHT,horizontal_push,bodyweight,INTERMEDIATE,diamond_push_up,,3,0,0,0,0,0,0,0,0,0
exl_1YrXYCJp9V,GLOBAL,Dumbbell Kickback,TRICEPS,—,DUMBBELL,isolation,free_weight,BEGINNER,db_kickback,,1,0,0,0,0,0,0,0,0,0
exl_4sWYoRgffC,GLOBAL,JM Press,TRICEPS,CHEST,BARBELL,horizontal_push,free_weight,ADVANCED,jm_press,,2,0,0,0,0,0,0,0,0,0
exl_yQroyjSVKt,GLOBAL,Overhead Triceps Extension,TRICEPS,—,DUMBBELL,isolation,free_weight,BEGINNER,overhead_extension,overhead triceps extension,1,0,0,0,0,0,0,0,0,0
exl_KF3SN1qOSM,GLOBAL,Rope Pushdown,TRICEPS,—,CABLE,isolation,cable,BEGINNER,rope_pushdown,,1,0,0,0,0,0,0,0,0,0
exl_MzZQxemQ65,GLOBAL,Single-Arm Pushdown,TRICEPS,—,CABLE,isolation,cable,BEGINNER,single_arm_pushdown,,1,0,0,0,0,0,0,0,0,0
exl_sI6NlBwp2A,GLOBAL,Skull Crusher,TRICEPS,—,BARBELL,isolation,free_weight,INTERMEDIATE,skull_crusher,skullcrushers | lying triceps extension,1,0,0,0,0,0,0,0,0,0
exl_UTJnNfkyh4,GLOBAL,Triceps Pushdown,TRICEPS,—,CABLE,isolation,cable,BEGINNER,triceps_pushdown,pushdown | cable pushdown,1,198,1,161,483,0,0,0,0,0
exl_N1B7Dei5Ul,GLOBAL,V-Bar Pushdown,TRICEPS,—,CABLE,isolation,cable,BEGINNER,vbar_pushdown,,1,0,0,0,0,0,0,0,0,0
exl_sDirM81YI6,GLOBAL,Band Row,UPPER BACK,"LATS, BICEPS",BANDS,horizontal_pull,bodyweight,BEGINNER,band_row,,3,0,0,0,0,0,0,0,0,0
exl_MYSxAJyYok,GLOBAL,Barbell Row,UPPER BACK,"LATS, BICEPS, REAR DELTS",BARBELL,horizontal_pull,free_weight,INTERMEDIATE,barbell_row,bent over row | bent-over row,4,101,1,80,320,0,0,0,0,0
exl_wAEqISTYRa,GLOBAL,Chest-Supported Row,UPPER BACK,"LATS, BICEPS, REAR DELTS",MACHINE,horizontal_pull,machine,BEGINNER,chest_supported_row,chest supported rows,4,0,0,0,0,0,0,0,0,0
exl_lOXPea831i,GLOBAL,Inverted Row,UPPER BACK,"LATS, BICEPS",BODYWEIGHT,horizontal_pull,bodyweight,BEGINNER,inverted_row,bodyweight row | horizontal row,3,0,0,0,0,0,0,0,0,0
exl_i0lcmpRUiS,GLOBAL,Pendlay Row,UPPER BACK,"LATS, BICEPS, REAR DELTS",BARBELL,horizontal_pull,free_weight,ADVANCED,pendlay_row,pendlay rows,4,0,0,0,0,0,0,0,0,0
exl_2OWpPvwQES,GLOBAL,Rack Pull,UPPER BACK,"TRAPS, GLUTES, HAMSTRINGS",BARBELL,hinge,free_weight,INTERMEDIATE,rack_pull,rack pulls,4,0,0,0,0,0,0,0,0,0
exl_k8vMswAfio,GLOBAL,Seated Cable Row,UPPER BACK,"LATS, BICEPS",CABLE,horizontal_pull,cable,BEGINNER,seated_row,cable row | seated cable row,3,203,2,160,480,0,0,0,0,0
exl_bQ5xoVIMBL,GLOBAL,T-Bar Row,UPPER BACK,"LATS, BICEPS",BARBELL,horizontal_pull,free_weight,INTERMEDIATE,t_bar_row,,3,0,0,0,0,0,0,0,0,0
exl_ETPJCe2xTe,GLOBAL,Decline Push-up,UPPER CHEST,"TRICEPS, CORE",BODYWEIGHT,horizontal_push,bodyweight,INTERMEDIATE,decline_push_up,,3,0,0,0,0,0,0,0,0,0
exl_FCVzFB77Wa,GLOBAL,Incline Barbell Press,UPPER CHEST,"FRONT DELTS, TRICEPS",BARBELL,horizontal_push,free_weight,INTERMEDIATE,incline_barbell_press,incline bench press | incline press | incline bench,3,0,0,0,0,0,0,0,0,0
exl_1OtMUrnesp,GLOBAL,Incline Dumbbell Press,UPPER CHEST,"FRONT DELTS, TRICEPS",DUMBBELL,horizontal_push,free_weight,INTERMEDIATE,incline_db_press,incline db press | incline dumbbell,3,198,0,161,483,0,0,0,0,0
exl_z9Xupq5lUa,GLOBAL,Low Cable Fly,UPPER CHEST,FRONT DELTS,CABLE,isolation,cable,BEGINNER,low_cable_fly,,2,0,0,0,0,0,0,0,0,0
