exercise_id,canonical_name,aliases,muscle_group,sub_muscle_group,primary_muscles,secondary_muscles,equipment,equipment_category,movement_pattern,exercise_type,compound_or_isolation,unilateral_or_bilateral,bodyweight,difficulty,beginner_friendly,tracking_type,min_reps,max_reps,instructions,form_cues,common_mistakes,progression_exercises,regression_exercises,alternative_exercises,status,source
exl_3xb74GAeHq,Turkish Get-Up,tgu | turkish get up,full body,,FULL BODY,"CORE, SHOULDERS, GLUTES",KETTLEBELL,free weights,loaded carry,free_weight,compound,bilateral,no,ADVANCED,no,distance_time,20,40,,,,,,,active,EXISTING
exl_A6X3CpmtfB,Banded Hip Thrust,,legs,,GLUTES,"HAMSTRINGS, CORE",BANDS,functional,hinge,bodyweight,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,,active,EXISTING
exl_QvZexaTzIs,Cable Glute Kickback,,legs,,GLUTES,HAMSTRINGS,CABLE,cable,isolation,cable,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,glute_kickback_machine,active,EXISTING
exl_4T3a7RZn9g,Cable Pull-Through,pull through | pullthrough,legs,,GLUTES,HAMSTRINGS,CABLE,cable,hinge,cable,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,,active,EXISTING
exl_Dy7bFVhYmg,Curtsy Lunge,,legs,,GLUTES,"QUADS, ADDUCTORS",DUMBBELL,free weights,lunge,free_weight,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,,active,EXISTING
exl_aES6BsvgiD,Dumbbell Hip Thrust,,legs,,GLUTES,"HAMSTRINGS, CORE",DUMBBELL,free weights,hinge,free_weight,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,smith_hip_thrust | hip_thrust_machine,active,EXISTING
exl_62Mltj9Pso,Dumbbell Swing,,legs,,GLUTES,"HAMSTRINGS, LOWER BACK, CORE",DUMBBELL,free weights,hinge,free_weight,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,,active,EXISTING
exl_Jw3cCnT1mM,Frog Pump,,legs,,GLUTES,HAMSTRINGS,BODYWEIGHT,bodyweight,hinge,bodyweight,compound,bilateral,yes,BEGINNER,yes,bodyweight_reps,6,10,,,,,,,active,EXISTING
exl_J5f7y3nN8H,Glute Bridge,hip bridge | glute bridges,legs,,GLUTES,"HAMSTRINGS, CORE",BODYWEIGHT,bodyweight,hinge,bodyweight,compound,bilateral,yes,BEGINNER,yes,bodyweight_reps,6,10,,,,single_leg_hip_thrust,,,active,EXISTING
exl_QcUqacYeVw,Glute Kickback Machine,glute kickback,legs,,GLUTES,HAMSTRINGS,MACHINE,machine,isolation,machine,isolation,unilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,cable_kickback,active,NEW
exl_8fEYI11QOe,Hip Abduction Machine,hip abduction machine | hip abduction | seated hip abduction | abductor machine | abduction machine | seated abductor,legs,,GLUTES,,MACHINE,machine,isolation,machine,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,cable_hip_abduction,active,EXISTING
exl_dEY0IJ2xek,Hip Airplane,,legs,,GLUTES,"CORE, HAMSTRINGS",BODYWEIGHT,bodyweight,hinge,bodyweight,compound,unilateral,yes,ADVANCED,no,bodyweight_reps,5,10,,,,,,single_leg_rdl | bird_dog,active,NEW
exl_l0iwFz68vk,Hip Thrust,glute thrust | hip thrusts,legs,,GLUTES,HAMSTRINGS,BARBELL,free weights,hinge,free_weight,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,single_leg_hip_thrust,smith_hip_thrust | hip_thrust_machine,active,EXISTING
exl_jGaMghAoP4,Hip Thrust Machine,hip thrust,legs,,GLUTES,HAMSTRINGS,MACHINE,machine,hinge,machine,compound,bilateral,no,BEGINNER,yes,weight_reps,8,15,,,,,,smith_hip_thrust | dumbbell_hip_thrust | hip_thrust,active,NEW
exl_OfEnB6Uo2i,Jefferson Deadlift,,legs,,GLUTES,"QUADS, ADDUCTORS",BARBELL,free weights,hinge,free_weight,compound,bilateral,no,ADVANCED,no,weight_reps,5,8,,,,,,sumo_deadlift | deadlift,active,NEW
exl_cHBxtZ1YWC,Kettlebell Swing,kb swing | russian swing,legs,,GLUTES,"HAMSTRINGS, LOWER BACK, CORE",KETTLEBELL,free weights,hinge,free_weight,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,sandbag_clean,active,EXISTING
exl_6C135S6R7M,Lateral Band Walks,,legs,,GLUTES,,BANDS,functional,isolation,bodyweight,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,cable_hip_abduction,active,EXISTING
exl_XyagfSL80x,Reverse Hack Squat,,legs,,GLUTES,"QUADS, HAMSTRINGS",MACHINE,machine,squat,machine,compound,bilateral,no,INTERMEDIATE,no,weight_reps,8,12,,,,,,pendulum_squat | hack_squat,active,NEW
exl_B987L3glPs,Single-Leg Glute Bridge,,legs,,GLUTES,"HAMSTRINGS, CORE",BODYWEIGHT,bodyweight,hinge,bodyweight,compound,unilateral,yes,BEGINNER,yes,bodyweight_reps,6,10,,,,single_leg_hip_thrust,,,active,EXISTING
exl_n9jfm5IKtd,Single-Leg Hip Thrust,single leg hip thrust,legs,,GLUTES,HAMSTRINGS,BODYWEIGHT,bodyweight,hinge,bodyweight,compound,unilateral,yes,INTERMEDIATE,no,bodyweight_reps,10,15,,,,hip_thrust,single_leg_glute_bridge | glute_bridge,,active,NEW
exl_Sg7PSn1rOO,Smith Machine Hip Thrust,smith hip thrust,legs,,GLUTES,HAMSTRINGS,SMITH,machine,hinge,machine,compound,bilateral,no,BEGINNER,yes,weight_reps,8,15,,,,,,dumbbell_hip_thrust | hip_thrust | hip_thrust_machine,active,NEW
exl_By8OqAoepc,Sumo Deadlift,sumo deads,legs,,GLUTES,"QUADS, HAMSTRINGS, CORE",BARBELL,free weights,hinge,free_weight,compound,bilateral,no,ADVANCED,no,weight_reps,4,8,,,,,,jefferson_deadlift | trap_bar_deadlift,active,EXISTING
exl_IC6Vr8ACzy,B-Stance Romanian Deadlift,staggered stance rdl | kickstand rdl | b stance romanian deadlift,legs,,HAMSTRINGS,GLUTES,DUMBBELL,free weights,hinge,free_weight,compound,unilateral,no,INTERMEDIATE,no,weight_reps,8,12,,,,single_leg_rdl,romanian_deadlift,romanian_deadlift | single_leg_rdl,active,NEW
exl_5IzjO74Qao,Glute-Ham Raise,,legs,,HAMSTRINGS,"GLUTES, LOWER BACK",MACHINE,machine,hinge,machine,compound,bilateral,no,ADVANCED,no,weight_reps,4,8,,,,,,,active,EXISTING
exl_rR5K3qnU0L,Good Morning,,legs,,HAMSTRINGS,"LOWER BACK, GLUTES",BARBELL,free weights,hinge,free_weight,compound,bilateral,no,ADVANCED,no,weight_reps,4,8,,,,,,kang_squat | jefferson_curl,active,EXISTING
exl_SYwIy6Kau3,Kang Squat,,legs,,HAMSTRINGS,"GLUTES, QUADS",BARBELL,free weights,hinge,free_weight,compound,bilateral,no,ADVANCED,no,weight_reps,6,10,,,,,,romanian_deadlift | good_morning,active,NEW
exl_OHcGkQPSLf,Landmine Romanian Deadlift,,legs,,HAMSTRINGS,GLUTES,BARBELL,free weights,hinge,free_weight,compound,bilateral,no,INTERMEDIATE,no,weight_reps,8,12,,,,,,romanian_deadlift | single_leg_rdl,active,NEW
exl_yv3jOurA7H,Leg Curl,hamstring curl | leg curls,legs,,HAMSTRINGS,,MACHINE,machine,isolation,machine,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,,active,EXISTING
exl_p3fF8OKj5C,Lying Leg Curl,,legs,,HAMSTRINGS,,MACHINE,machine,isolation,machine,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,trx_hamstring_curl | single_leg_curl,active,EXISTING
exl_Ozl658FJj5,Nordic Curl,nordic hamstring curl,legs,,HAMSTRINGS,"GLUTES, CORE",BODYWEIGHT,bodyweight,hinge,bodyweight,compound,bilateral,yes,ADVANCED,no,bodyweight_reps,4,8,,,,,,trx_hamstring_curl,active,EXISTING
exl_5AzzVIWSwe,Romanian Deadlift,rdl | romanian deadlifts,legs,,HAMSTRINGS,"GLUTES, LOWER BACK",BARBELL,free weights,hinge,free_weight,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,b_stance_rdl | trap_bar_deadlift,,b_stance_rdl | landmine_rdl | kang_squat,active,EXISTING
exl_2yAfoxlEbG,Seated Leg Curl,,legs,,HAMSTRINGS,,MACHINE,machine,isolation,machine,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,single_leg_curl,active,EXISTING
exl_uUK5nrvdVO,Single-Leg Curl,single leg curl,legs,,HAMSTRINGS,,MACHINE,machine,isolation,machine,isolation,unilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,seated_leg_curl | lying_leg_curl,active,NEW
exl_NbrXGVagJO,Single-Leg Romanian Deadlift,single leg rdl | one leg rdl,legs,,HAMSTRINGS,"GLUTES, CORE",DUMBBELL,free weights,hinge,free_weight,compound,unilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,b_stance_rdl,b_stance_rdl | landmine_rdl | hip_airplane,active,EXISTING
exl_Hr2OJJv87U,Straight-Leg Deadlift,,legs,,HAMSTRINGS,"GLUTES, LOWER BACK",BARBELL,free weights,hinge,free_weight,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,,active,EXISTING
exl_4fgBR9pN2j,TRX Hamstring Curl,suspension leg curl | trx leg curl,legs,,HAMSTRINGS,"GLUTES, CORE",TRX,functional,hinge,bodyweight,compound,bilateral,yes,INTERMEDIATE,no,bodyweight_reps,10,15,,,,,,nordic_curl | lying_leg_curl,active,NEW
exl_1gPd753Y0D,Assisted Pull-Up (Machine),assisted pull-up | assisted pull up,back,,LATS,"BICEPS, UPPER BACK",MACHINE,machine,vertical pull,machine,compound,bilateral,no,BEGINNER,yes,weight_reps,6,12,,,,chin_up | pull_up | iso_lateral_pulldown,,lat_pulldown | band_lat_pulldown,active,NEW
exl_whk8J7xwBd,Band Lat Pulldown,,back,,LATS,BICEPS,BANDS,functional,vertical pull,bodyweight,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,assisted_pull_up,active,EXISTING
exl_aAQu8jzYwi,Cable Pullover,,back,,LATS,"CHEST, TRICEPS",CABLE,cable,vertical pull,cable,compound,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,db_pullover | straight_arm_pulldown,active,NEW
exl_0btTRMYlOK,Chin-up,chinup | chin ups,back,,LATS,"BICEPS, UPPER BACK",PULL_UP_BAR,bodyweight,vertical pull,bodyweight,compound,bilateral,yes,INTERMEDIATE,no,weighted_bodyweight,6,10,,,,,assisted_pull_up,,active,EXISTING
exl_oAf7w7xri6,Close-Grip Pulldown,,back,,LATS,BICEPS,CABLE,cable,vertical pull,cable,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,,active,EXISTING
exl_moAGzBnt3N,Dumbbell Row,db row | one arm row | single-arm dumbbell row | single arm dumbbell row | one arm dumbbell row | single arm db row | one arm db row,back,,LATS,"UPPER BACK, BICEPS",DUMBBELL,free weights,horizontal pull,free_weight,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,kroc_row | single_arm_landmine_row | incline_db_row | iso_lateral_row,active,EXISTING
exl_cr6sR3CCur,Iso-Lateral Pulldown,iso lateral pulldown,back,,LATS,"BICEPS, UPPER BACK",MACHINE,machine,vertical pull,machine,compound,unilateral,no,BEGINNER,yes,weight_reps,8,12,,,,,assisted_pull_up,single_arm_pulldown | lat_pulldown,active,NEW
exl_BP0180Oa5t,Kroc Row,heavy dumbbell row | high rep dumbbell row,back,,LATS,"UPPER BACK, BICEPS, FOREARMS",DUMBBELL,free weights,horizontal pull,free_weight,compound,unilateral,no,ADVANCED,no,weight_reps,15,25,,,,,,meadows_row | dumbbell_row,active,NEW
exl_f0Xvtpt00I,Lat Pulldown,lat pull down | pulldown | pull down | lat pull | lat pulls,back,,LATS,"BICEPS, REAR DELTS",CABLE,cable,vertical pull,cable,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,assisted_pull_up | iso_lateral_pulldown,active,EXISTING
exl_GJk4VQsNZN,Meadows Row,,back,,LATS,"UPPER BACK, BICEPS",BARBELL,free weights,horizontal pull,free_weight,compound,bilateral,no,ADVANCED,no,weight_reps,4,8,,,,,,kroc_row | single_arm_landmine_row,active,EXISTING
exl_QcTR5GIKpP,Muscle-Up,,back,,LATS,"TRICEPS, CHEST, CORE",PULL_UP_BAR,bodyweight,vertical pull,bodyweight,compound,bilateral,yes,ADVANCED,no,weighted_bodyweight,4,8,,,,,,,active,EXISTING
exl_U3cUW72li1,Pull-up,pullup | pull ups,back,,LATS,"BICEPS, UPPER BACK",PULL_UP_BAR,bodyweight,vertical pull,bodyweight,compound,bilateral,yes,INTERMEDIATE,no,weighted_bodyweight,6,10,,,,ring_muscle_up,assisted_pull_up | trx_row,,active,EXISTING
exl_QbWXdNHLnL,Reverse-Grip Pulldown,,back,,LATS,BICEPS,CABLE,cable,vertical pull,cable,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,,active,EXISTING
exl_eicJyAfnR5,Ring Muscle-Up,ring muscle up,back,,LATS,"TRICEPS, CHEST, CORE",RINGS,functional,vertical pull,bodyweight,compound,bilateral,yes,ADVANCED,no,bodyweight_reps,3,6,,,,,pull_up | ring_dip,,active,NEW
exl_hedDilTc9c,Rope Climb,,back,,LATS,"FOREARMS, BICEPS, CORE",BODYWEIGHT,bodyweight,vertical pull,bodyweight,compound,bilateral,yes,ADVANCED,no,bodyweight_reps,4,8,,,,,,,active,EXISTING
exl_E4RYGNIPhQ,Single-Arm Cable Row,,back,,LATS,"UPPER BACK, BICEPS",CABLE,cable,horizontal pull,cable,compound,unilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,,active,EXISTING
exl_DxkyLLj8iI,Single-Arm Pulldown,single-arm lat pulldown | single arm lat pulldown | one arm lat pulldown | single arm pulldown machine,back,,LATS,BICEPS,CABLE,cable,vertical pull,cable,compound,unilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,iso_lateral_pulldown,active,EXISTING
exl_QZWhK8Mrsu,Straight-Arm Pulldown,,back,,LATS,"TRICEPS, CORE",CABLE,cable,vertical pull,cable,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,cable_pullover,active,EXISTING
exl_7QRgNEtckx,Wide-Grip Lat Pulldown,,back,,LATS,"REAR DELTS, BICEPS",CABLE,cable,vertical pull,cable,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,,active,EXISTING
exl_WMw4TJF9Ny,Yates Row,,back,,LATS,"UPPER BACK, BICEPS",BARBELL,free weights,horizontal pull,free_weight,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,,active,EXISTING
exl_Ha519Nk6y2,Back Extension,,back,,LOWER BACK,"GLUTES, HAMSTRINGS",BODYWEIGHT,bodyweight,hinge,bodyweight,compound,bilateral,yes,BEGINNER,yes,bodyweight_reps,6,10,,,,,,jefferson_curl,active,EXISTING
exl_ZydzhE177b,Jefferson Curl,,back,,LOWER BACK,HAMSTRINGS,DUMBBELL,free weights,hinge,free_weight,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,back_extension | good_morning,active,NEW
exl_Pl5gKM22eZ,Reverse Hyperextension,,back,,LOWER BACK,"GLUTES, HAMSTRINGS",MACHINE,machine,hinge,machine,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,,active,EXISTING
exl_VqKosn40O2,Decline Barbell Press,decline bench press | decline press,chest,LOWER CHEST,LOWER CHEST,"TRICEPS, FRONT DELTS",BARBELL,free weights,horizontal push,free_weight,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,,active,EXISTING
exl_EVTTOKiVNw,Decline Dumbbell Press,,chest,LOWER CHEST,LOWER CHEST,"TRICEPS, FRONT DELTS",DUMBBELL,free weights,horizontal push,free_weight,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,,active,EXISTING
exl_K28Q4xrElJ,High Cable Fly,,chest,LOWER CHEST,LOWER CHEST,FRONT DELTS,CABLE,cable,isolation,cable,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,,active,EXISTING
exl_rjq4gtc6AK,Ankle Rocker,,mobility,,MOBILITY,"CALVES, ANKLES",BODYWEIGHT,bodyweight,mobility,bodyweight,isolation,bilateral,yes,BEGINNER,yes,bodyweight_reps,10,15,,,,,,,active,EXISTING
exl_Xhtjy0Rwwr,Band Shoulder Dislocate,dislocates | band dislocates,mobility,,MOBILITY,"SHOULDERS, CHEST",BANDS,functional,mobility,bodyweight,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,,active,EXISTING
exl_lm2I2iw4q6,Cat-Cow,,mobility,,MOBILITY,"SPINE, CORE",BODYWEIGHT,bodyweight,mobility,bodyweight,isolation,bilateral,yes,BEGINNER,yes,bodyweight_reps,10,15,,,,,,,active,EXISTING
exl_JAYqLWZknl,Couch Stretch,hip flexor stretch,mobility,,MOBILITY,"HIP FLEXORS, QUADS",BODYWEIGHT,bodyweight,mobility,bodyweight,isolation,bilateral,yes,BEGINNER,yes,bodyweight_reps,10,15,,,,,,,active,EXISTING
exl_lH8xO4wPJu,Deep Squat Hold,squat hold,mobility,,MOBILITY,"QUADS, HIPS, CALVES",BODYWEIGHT,bodyweight,mobility,bodyweight,isolation,bilateral,yes,BEGINNER,yes,time,30,45,,,,,,,active,EXISTING
exl_wvh5VOsnej,Pigeon Pose,pigeon,mobility,,MOBILITY,"GLUTES, HIPS",BODYWEIGHT,bodyweight,mobility,bodyweight,isolation,bilateral,yes,BEGINNER,yes,bodyweight_reps,10,15,,,,,,,active,EXISTING
exl_GhtK300FxV,Thoracic Rotation,,mobility,,MOBILITY,"SPINE, SHOULDERS",BODYWEIGHT,bodyweight,mobility,bodyweight,isolation,bilateral,yes,BEGINNER,yes,bodyweight_reps,10,15,,,,,,,active,EXISTING
exl_qZX5FVhFos,Wall Slide,,mobility,,MOBILITY,"SHOULDERS, UPPER BACK",BODYWEIGHT,bodyweight,mobility,bodyweight,isolation,bilateral,yes,BEGINNER,yes,bodyweight_reps,10,15,,,,,,,active,EXISTING
exl_aNNqSo66au,World Greatest Stretch,wgs | worlds greatest,mobility,,MOBILITY,"HIPS, HAMSTRINGS, SPINE",BODYWEIGHT,bodyweight,mobility,bodyweight,isolation,bilateral,yes,BEGINNER,yes,bodyweight_reps,10,15,,,,,,,active,EXISTING
exl_zV9ZL7PbBt,Cable Woodchopper,cable chop | wood chopper | high to low chop | low to high chop | cable lift,core,,OBLIQUES,CORE,CABLE,cable,core/anti-movement,cable,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,med_ball_rotational_throw | landmine_rotation | pallof_press,active,NEW
exl_o6NcfClJkh,Half-Kneeling Pallof Press,tall kneeling pallof press | kneeling pallof | pallof iso hold | half kneeling pallof press,core,,OBLIQUES,CORE,CABLE,cable,core/anti-movement,cable,isolation,bilateral,no,INTERMEDIATE,no,weight_reps,10,15,,,,,,pallof_press | band_pallof,active,NEW
exl_mdU9ukhR6D,Landmine Rotation,landmine twist | landmine oblique twist,core,,OBLIQUES,"CORE, SHOULDERS",BARBELL,free weights,core/anti-movement,free_weight,isolation,bilateral,no,INTERMEDIATE,no,weight_reps,8,12,,,,,,med_ball_rotational_throw | russian_twist | cable_woodchop,active,NEW
exl_ZBmejLnUIY,Medicine Ball Rotational Throw,med ball side throw | rotational wall throw,core,,OBLIQUES,"CORE, SHOULDERS",MEDICINE_BALL,functional,core/anti-movement,free_weight,isolation,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,landmine_rotation | cable_woodchop,active,NEW
exl_Xb4D9H7suV,Oblique Crunch,,core,,OBLIQUES,CORE,BODYWEIGHT,bodyweight,core/anti-movement,bodyweight,isolation,bilateral,yes,BEGINNER,yes,bodyweight_reps,12,20,,,,,,russian_twist | bicycle_crunch,active,NEW
exl_PUxx4kmT4w,Side Plank with Rotation,,core,,OBLIQUES,"CORE, SHOULDERS",BODYWEIGHT,bodyweight,core/anti-movement,bodyweight,isolation,bilateral,yes,INTERMEDIATE,no,bodyweight_reps,8,12,,,,,side_plank,,active,NEW
exl_aQmgByyKEt,Deadlift,conventional deadlift | barbell deadlift,back,,POSTERIOR CHAIN,"LATS, CORE, TRAPS",BARBELL,free weights,hinge,free_weight,compound,bilateral,no,ADVANCED,no,weight_reps,4,8,,,,,,jefferson_deadlift | sandbag_shouldering | trap_bar_deadlift,active,EXISTING
exl_w3Nxox012v,Deficit Deadlift,,back,,POSTERIOR CHAIN,"LATS, CORE, TRAPS",BARBELL,free weights,hinge,free_weight,compound,bilateral,no,ADVANCED,no,weight_reps,4,8,,,,,,,active,EXISTING
exl_ifyolznWBF,Trap-Bar Deadlift,hex bar deadlift | trap bar deadlift,back,,POSTERIOR CHAIN,"QUADS, GLUTES, TRAPS",TRAP_BAR,free weights,hinge,free_weight,compound,bilateral,no,INTERMEDIATE,no,weight_reps,5,8,,,,,romanian_deadlift,trap_bar_carry | suitcase_deadlift | sumo_deadlift | deadlift,active,NEW
exl_trYz3BbueS,Back Squat,barbell squat | back squat | squats,legs,,QUADS,"GLUTES, CORE",BARBELL,free weights,squat,free_weight,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,,active,EXISTING
exl_h0tGBwjusn,Backward Sled Drag,reverse sled drag | backward prowler drag,legs,,QUADS,"GLUTES, CALVES",SLED,functional,loaded carry,free_weight,compound,bilateral,no,BEGINNER,yes,distance_time,20,40,,,,,,sled_push | leg_extension,active,NEW
exl_N3ZD91ox5u,Banded Squat,band squats,legs,,QUADS,"GLUTES, CORE",BANDS,functional,squat,bodyweight,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,,active,EXISTING
exl_qyS3OJcP88,Belt Squat,,legs,,QUADS,GLUTES,MACHINE,machine,squat,machine,compound,bilateral,no,INTERMEDIATE,no,weight_reps,8,15,,,,,,pendulum_squat | hack_squat | leg_press,active,NEW
exl_182ez20Cxb,Box Jump,box jumps,legs,,QUADS,"GLUTES, CALVES",BODYWEIGHT,bodyweight,squat,bodyweight,compound,bilateral,yes,INTERMEDIATE,no,bodyweight_reps,6,10,,,,depth_jump,,trap_bar_jump | depth_jump | broad_jump,active,EXISTING
exl_C4f1hW7uTL,Box Squat,,legs,,QUADS,"GLUTES, HAMSTRINGS",BARBELL,free weights,squat,free_weight,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,,active,EXISTING
exl_qIOkS3CeXJ,Broad Jump,standing long jump | horizontal jump,legs,,QUADS,"GLUTES, HAMSTRINGS",BODYWEIGHT,bodyweight,squat,bodyweight,compound,bilateral,yes,INTERMEDIATE,no,bodyweight_reps,3,6,,,,,,box_jump | jump_squat,active,NEW
exl_Aqp7nWZPBJ,Bulgarian Split Squat,bss | split squat,legs,,QUADS,"GLUTES, HAMSTRINGS",DUMBBELL,free weights,lunge,free_weight,compound,unilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,single_leg_press,active,EXISTING
exl_JjXr6xVobj,Depth Jump,,legs,,QUADS,"GLUTES, CALVES",PLYO_BOX,functional,squat,bodyweight,compound,bilateral,no,ADVANCED,no,bodyweight_reps,3,5,,,,,box_jump,box_jump | jump_squat,active,NEW
exl_ggWyeksLiH,Dumbbell Thruster,thrusters | db thruster,legs,,QUADS,"SHOULDERS, GLUTES, CORE",DUMBBELL,free weights,squat,free_weight,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,landmine_squat_press,active,EXISTING
exl_Kp5zjzbVVb,Forward Sled Drag,,legs,,QUADS,"GLUTES, CALVES",SLED,functional,loaded carry,free_weight,compound,bilateral,no,BEGINNER,yes,distance_time,20,40,,,,,,sled_push,active,NEW
exl_eUof30qtJ4,Front Squat,front squats,legs,,QUADS,"CORE, GLUTES",BARBELL,free weights,squat,free_weight,compound,bilateral,no,ADVANCED,no,weight_reps,4,8,,,,,,,active,EXISTING
exl_zP2Y3sBLWU,Goblet Squat,goblet squats,legs,,QUADS,"GLUTES, CORE",DUMBBELL,free weights,squat,free_weight,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,,active,EXISTING
exl_dsly2PLzmQ,Hack Squat,hack squats,legs,,QUADS,GLUTES,MACHINE,machine,squat,machine,compound,bilateral,no,INTERMEDIATE,no,weight_reps,6,10,,,,,,pendulum_squat | reverse_hack_squat | belt_squat,active,EXISTING
exl_DPkbFyN4Q7,Jump Squat,,legs,,QUADS,"GLUTES, CALVES",BODYWEIGHT,bodyweight,squat,bodyweight,compound,bilateral,yes,INTERMEDIATE,no,bodyweight_reps,6,10,,,,,,trap_bar_jump | depth_jump | broad_jump,active,EXISTING
exl_y9u67D0adE,Lateral Box Step-Up,,legs,,QUADS,"GLUTES, CORE",BODYWEIGHT,bodyweight,lunge,bodyweight,compound,bilateral,yes,BEGINNER,yes,bodyweight_reps,6,10,,,,,,,active,EXISTING
exl_q2sHQKrgTs,Lateral Lunge,,legs,,QUADS,"GLUTES, ADDUCTORS",DUMBBELL,free weights,lunge,free_weight,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,cossack_squat,,cossack_squat,active,EXISTING
exl_aGYEJ6pMfL,Leg Extension,leg extensions | quads extension,legs,,QUADS,,MACHINE,machine,isolation,machine,isolation,bilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,reverse_nordic | single_leg_extension | sled_backward_drag,active,EXISTING
exl_ezjMRCCa3i,Leg Press,seated leg press | horizontal leg press,legs,,QUADS,"GLUTES, HAMSTRINGS",MACHINE,machine,squat,machine,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,single_leg_press | pendulum_squat | belt_squat,active,EXISTING
exl_Sae5wBvsoY,Narrow-Stance Leg Press,,legs,,QUADS,GLUTES,LEG_PRESS,machine,squat,machine,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,,active,EXISTING
exl_MrKyXshAp0,Pendulum Squat,,legs,,QUADS,GLUTES,MACHINE,machine,squat,machine,compound,bilateral,no,INTERMEDIATE,no,weight_reps,8,12,,,,,,smith_squat | hack_squat | leg_press | reverse_hack_squat | belt_squat,active,NEW
exl_duFxNaMX1q,Pistol Squat,,legs,,QUADS,"GLUTES, CORE",BODYWEIGHT,bodyweight,squat,bodyweight,compound,unilateral,yes,ADVANCED,no,bodyweight_reps,4,8,,,,,trx_pistol_squat,,active,EXISTING
exl_2R3y6kAMbD,Reverse Lunge,,legs,,QUADS,"GLUTES, CORE",DUMBBELL,free weights,lunge,free_weight,compound,bilateral,no,BEGINNER,yes,weight_reps,6,10,,,,,,,active,EXISTING
exl_IYX0G32nPG,Reverse Nordic Curl,reverse nordic | kneeling quad extension,legs,,QUADS,CORE,BODYWEIGHT,bodyweight,isolation,bodyweight,isolation,bilateral,yes,INTERMEDIATE,no,bodyweight_reps,6,12,,,,,sissy_squat,sissy_squat | leg_extension,active,NEW
exl_Rk6QQpB4Qh,Single-Leg Extension,single leg extension,legs,,QUADS,,MACHINE,machine,isolation,machine,isolation,unilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,leg_extension,active,NEW
exl_0ANkQjg8GA,Single-Leg Press,single leg press,legs,,QUADS,"GLUTES, HAMSTRINGS",MACHINE,machine,squat,machine,compound,unilateral,no,BEGINNER,yes,weight_reps,10,15,,,,,,bulgarian_split_squat | leg_press,active,NEW
